103010308,开拓者,（时候差不多了…找个位子坐下吧。）
103010309,帕姆,喂——喂喂——各位乘客请注意——
103010310,帕姆,列车即将跃迁——列车即将跃迁——请坐稳扶好帕——！
103010401,帕姆,开拓者乘客，你怎么了？为、为什么突然哭了？
103010402,,我可能梦见了一个悲伤的未来…
103010403,,我可能梦见了一位故人…
103010404,,我梦见一个谜语人在说怪话…
103010405,,我在梦里被人砍了一刀…
103010406,帕姆,…听、听起来是做噩梦了帕！才刚到阿斯德纳星系就碰见这种事…你可要多小心啊，看样子，你对忆质的抵抗力很差。
103010407,帕姆,别在意，梦和现实都是相反的。在你睡着时，列车已经抵达匹诺康尼了……
103010408,帕姆,…当年的边陲监狱，现在已经变成这副豪华酒店的样子了。虽然列车长我也很好奇匹诺康尼如今的样子，但毕竟没办法下车…你们就代我好好感受一下吧。
103010409,帕姆,收拾好行李，随时可以下车帕。记得去后面找三月乘客，她在等你一起出发。
103010501,开拓者,（三月七还在收拾行李吗……）
103010502,三月七,开拓者，你醒啦？准备得怎么样了？杨叔和姬子已经先下车了，我在这里等你一起出发。
103010503,三月七,怎么说，我们现在就去和他们会合吧？
103010504,,准备好了。
103010505,三月七,「盛会之星」匹诺康尼，全宇宙最大最豪华的游乐场，我们来咯！
103010506,,再等等。
103010507,三月七,你落下东西了吗？快去快回，我在这里等你～
103010601,三月七,唔…可算到了！家族的入境手续也太复杂了吧，一路下来大大小小十几道检查，行李箱都翻了四、五遍……
103010602,三月七,我都在担心，他们会不会非要把你体内的星核拿出来看看。
103010603,,幸好没有。
103010604,,星核很稳定。
103010605,三月七,某种意义上说，家族真的是非常包容了……
103010606,三月七,但辛苦不是白费的——这酒店大堂也太壮观了吧！那密密麻麻的都是客房吗？得有多少人住在这儿啊。
103010607,三月七,不知道咱们是哪一间，走吧走吧，杨叔他们肯定在前台排队了，我们快去汇合！
103010608,？？？,欢迎光临白日梦酒店，愿您有一段难忘的度假体验！如需办理入住，请直走到酒店前台。
103010609,,是梦里的孩子…
103010610,,你是酒店的服务生？
103010611,米沙,我是米沙，匹诺康尼的服务生，很高兴为您服务。如需搬运行李……
103010612,三月七,开拓者，快过来，好像不大对劲……
103010613,米沙,…如需搬运行李到客房，您随时可以找我。去吧，别让您的朋友久等。
103012001,？？？,又一个……
103012002,？？？,…跟我来吧。
103012003,,你是谁？
103012004,,这是什么地方？
103012005,,要去哪儿？
103012006,？？？,这些问题…没有意义，但我会尽力为你说明：这里是现实与忆域的交界，一片…「梦境」。
103012007,？？？,此时此刻，你我偶然分享了同一片梦境，出现在彼此的思绪中，这便是「梦想之地」对我们最初的问候。
103012008,？？？,别担心，很快你就会从这场梦中醒来，忘记此间发生的一切，只留下淡淡的怅然。
103012009,？？？,也无需在意，这种「遗忘」发生在每一个清晨，是我们早已习惯的平常。
103012010,？？？,…所以，跟我来吧。我会带你回家。
103012101,黄泉,巡海游侠，黄泉…这是他们称呼我的方式，你随意使用吧。
103012102,？？？,左边，走廊尽头。我在那里等你。
103012103,黄泉,我不在那里，回头。
103012104,黄泉,打开这扇门…看看瑰丽的梦境吧，趁你还记得。
103012105,开拓者,（这，我的天啊……）
103012106,黄泉,这边。
103012107,黄泉,你先请。
103012108,开拓者,（是要我往墙上走吗…？）
103012109,开拓者,（竟然真的能做到？！）
103012110,黄泉,有何不可？
103012111,开拓者,（她能听见我在想什么？）
103012112,黄泉,有何不可？
103012113,黄泉,这些声音…只是梦境的影子。无需在意。
103012114,真理医生,你凭什么觉得自己能赢，该死的赌徒？
103012115,？？？,三枚「筹码」足矣。所有，或者一无所有。
103012116,？？？,「谐乐大典」的舞台只属于你，妹妹。
103012117,？？？,可如果我不能歌唱…舞台又有什么意义？
103012118,？？？,忆者…你觉得你能安然离开？
103012119,？？？,对不起。心仪的舞伴…我已经有人选了。
103012120,银狼,你准备怎么拉他们下场？
103012121,？？？,将真相如数奉上，他们自然会赴约。
103012122,？？？,欢迎光临白日梦酒店，愿您有一段难忘的度假体验！如需办理入住，请直走到酒店前台……
103012201,黄泉,我们快到了。还走得动么？
103012202,,我已上墙，感觉良好。
103012203,黄泉,很幽默呢。既然有心思开玩笑，我就认为你没事了。
103012204,,我有点头晕……
103012205,黄泉,别紧张，是正常现象。
103012206,黄泉,别停下，别回头，别往下看，也别往上看。
103012301,？？？,欢迎光临白日梦酒店，愿您有一段难忘的度假体验！如需办理入住，请直走到酒店前台……
103012302,黄泉,…我们到了。
103012303,黄泉,离开这里吧，就像平日那样醒来，忘记这场偶然的邂逅，回到你来的地方。
103012304,黄泉,但在分别前，我有一个请求。
103012305,黄泉,在你听来，或许会有些古怪，甚至失礼，但我想知道……
103012306,黄泉,<color=#eb4d3dff>…我们在哪里见过吗？</color>
103012307,,也许见过。
103012308,,应该没有。
103012309,,我不知道。
103012310,,什么意思？
103012311,,怎么回事…
103012312,黄泉,{M#<color=#ff3a3e>你让我想起一位故人。在朦胧的记忆中，他与我刀剑相向…正如这光怪陆离的梦境，近在咫尺却不可触及。</color>}{F#<color=#ff3a3e>你让我想起一位故人。在朦胧的记忆中，她与我并肩而立…正如这光怪陆离的梦境，近在咫尺却不可触及。</color>}
103012313,黄泉,我可以再问你几个问题吗？我…时常会忘记一些事，因此比起回忆，我更习惯用「感受」去捕捉些什么。答案正确与否不重要，重要的是你当下的反应。
103012314,黄泉,例如你在客房醒来时，口中曾念起几个名字，他们是你的伙伴？家人？敌人？你似乎已经和许多人、许多事建立了牢不可破的联系……
103012315,黄泉,<color=#eb4d3dff>请问，你会对失去这种联系感到恐惧吗？</color>
103012316,,我完全无法忍受这种恐惧。
103012317,,如果这意味着他们离去，我会。
103012318,,如果这意味着自己消失，我会。
103012319,,我不会感到害怕。
103012320,,我不知道。
103012321,黄泉,嗯…那如果有一片巨大的梦境，它足够逼真，逼真到与现实无异。那里没有生离死别，每个人都能收获应得的美满与幸福，并永远快乐地生活下去。
103012322,黄泉,<color=#eb4d3dff>请问，你会愿意栖身其中吗？</color>
103012323,,无论如何，我都愿意栖身其中。
103012324,,如果我毋须付出代价，我愿意。
103012325,,这取决于我要付出何种代价。
103012326,,无论如何，我都不愿活在梦中。
103012327,,我不知道。
103012328,黄泉,那…倘若这美梦注定支离破碎，任何事物都将离去：朋友、亲人、陌生人；然后是轻快的风、飞翔的鸟儿、群星…最后是你自己。
103012329,黄泉,每一个人，他们记忆中的每个人，那些笑容和眼泪，完成与未能完成的约定…最后都将迈向既定的终局。如果在启程之初，你便已知晓此行的终点……
103012330,黄泉,<color=#eb4d3dff>请问，你还会踏上这段旅途吗？</color>
103012331,,我会放弃——这代价实在太过沉重。
103012332,,我会放弃——我已体会过美好的梦。
103012333,,我会放弃——开拓并非我的本意。
103012334,,我会义无反顾地开拓下去。
103012335,,我不知道。
103012336,黄泉,我知道这很难，不必着急作出决定。我说了…答案并不重要。
103012337,黄泉,聆听、触碰、思考，由此你将获得感受——珍惜它，凭借感受，我们做出选择。所以回到最初的问题……
103012338,黄泉,<color=#eb4d3dff>请问…你还记得我吗？</color>
103012339,,我似乎在哪里见过你……
103012340,,不，这是我们第一次见面。
103012341,黄泉,…我明白了。
103012342,黄泉,多么有趣啊。方才那一瞬间，仿佛有千百万个相似而不相同的你，给出了截然不同的回答。
103012343,黄泉,这的确是最后一个问题了，谢谢。我们都还有各自的路要走，就此别过吧。
103012344,,我们还能再见吗？
103012345,,你还没告诉我怎么离开…
103012346,黄泉,金色的美梦要开始躁动了。在接下来的长夜里，你恐怕会遭遇许多挫折，见证众多悲剧，最后…目中所见只余黑白二色。
103012347,黄泉,但请相信，在那黑白的世界中会有一点红色稍纵即逝，但在你做出抉择之时，它必将再度示现……
103020131,？？？,只是眼下正值「谐乐大典」前夕，匹诺康尼每一纪最重要的时刻。又遇上家族发出邀请，全银河的客人把这儿挤得水泄不通……
103020132,？？？,酒店安保是雪上加霜，容不得半点闪失。突然发生这种事，真不是这位小姐能说了算的——星穹列车的各位，就别难为人家啦。
103020133,瓦尔特,我们在办理入住时遇到了些问题，给您带来的不便，深感抱歉。请问这位先生是？
103020134,砂金,不才「砂金」，隶属公司战略投资部，主管「钻石」手下的不良资产清算专家，此次受<color=#dbc291ff>「钟表匠」</color>邀请前来……
103020135,砂金,同时，也是一位在你们身后等了好久的游客。
103020136,姬子,…我来吧。
103020137,姬子,听闻星际和平公司也收到了匹诺康尼的邀请，想必您就是代表了，公司精英果真气质不凡——如此了不得的大人物，可否给我们行个方便呢？
103020138,砂金,我没听错吧——行个方便？这话不该由我对各位说吗？
103020139,砂金,我已经在这里等了十多分钟了，您知道对我而言，十多分钟等于多少信用点吗？
103020140,姬子,想必是笔天文数字吧，所以现在，砂金先生，我这儿有一笔您不容错过的「投资」。
103020141,姬子,公司影响力遍及寰宇，说话的分量自然也重，我们希望能借您的身份——为{M#他}{F#她}做个担保。
103020142,姬子,如此一来，您不仅能省下许多宝贵的时间，还能结交一批新朋友。
103020143,砂金,这倒有意思。那这些朋友能为我带来什么？
103020144,姬子,这就是个更值得一聊的话题了。同为<color=#dbc291ff>「钟表匠」</color>的客人，我们何不先在匹诺康尼落座，再慢慢花时间了解彼此呢？
103020145,砂金,可以，可以。不过领航员小姐，我必须得指出——
103020146,砂金,如果我出手，那这省下的时间应当是我为自己争取来的——而不是你们带给我的。
103020147,姬子,……
103020148,砂金,…但您说的后半句，我特别喜欢！朋友，对，没什么比朋友更珍贵，更何况是无名客这样光明磊落的开拓者。
103020149,砂金,往后我这趟匹诺康尼之旅，就得劳烦各位「开拓」朋友多多照顾了。希望我们——相处愉快。
103020150,姬子,很高兴您能这么说，那担保的事……
103020151,砂金,小姐，你都看到了。看在我的面子上，让这位{M#先生}{F#女士}入住吧。
103020152,砂金,我和家族的「星期日」先生有约，稍后会拜托他出面应付这事。放心，绝不给你添麻烦。
103020153,艾丽,这，可是……
103020154,？？？,艾丽，稍安勿躁。
103020155,？？？,家族可不能让客人们带着负担入梦啊。
103020156,砂金,说到就到，瞧瞧这是谁来了——星期日，匹诺康尼最英俊的男人！还有闻名宇宙的歌者「知更鸟」。
103020157,知更鸟,他说你是匹诺康尼最英俊的人，真有意思。
103020158,星期日,让您久等了，砂金先生。这边请，我们借一步说话。
103020159,知更鸟,星穹列车的各位，请来这边稍事休息。
103020160,三月七,诶，你是……
103020181,三月七,那个，请问，你…不是，您难道是……
103020182,三月七,那位歌手，艾普瑟隆的超级巨星…《使一颗心免于哀伤》是您的作品，对吧？
103020183,知更鸟,没想到这么可爱的小姐也是我的歌迷呢。
103020184,三月七,啊，果然是那位「知更鸟」！居然能在这里见到本尊……
103020185,知更鸟,能与各位相遇也是我的荣幸。
103020186,瓦尔特,您和那位先生一样，都是匹诺康尼的家族成员？
103020187,知更鸟,实不相瞒，我和各位一样都是客人。匹诺康尼是我的故乡，但长大后我就离开了这里，此次有幸受邀，回来为「谐乐大典」献唱一曲。
103020188,知更鸟,您口中的星期日是我的兄长，匹诺康尼当地的话事人之一，也是此次「谐乐大典」的主办人。他听闻列位遇到麻烦，便携我前来提供帮助。
103020189,知更鸟,可惜还是到得晚了些，给各位带来了不好的入住体验，实在抱歉。
103020190,星期日,请放心，我已吩咐艾丽小姐尽快解决「系统故障」——再给各位升级房型作为补偿。酒店稍后就会安排合适的房间。
103020191,星期日,砂金先生与「橡木家系」有约，先行入住了。我代他向星穹列车的各位致歉，并期待将来与各位一同共事。
103020192,瓦尔特,感谢您愿意从中斡旋。不过单独为我们升级房型是否不妥？据我所知，一同收到邀请的派系来宾应该不在少数吧。
103020193,星期日,您放心，家族会负责出面沟通。各位惠临匹诺康尼，我们作为<color=#dbc291ff>实际管理人</color>理应为各位排忧解难。
103020194,星期日,抱歉占用了各位宝贵的时间，我们就不打扰了。如在匹诺康尼有任何需要，家族随时为您效劳。
103020195,知更鸟,愿各位在梦中度过一段美妙的时光。
103020201,姬子,总算到了。大家先回房间放行李吧。
103020202,姬子,瓦尔特，我们先喝一杯？匹诺康尼的「苏乐达」很有名哦。
103020203,瓦尔特,…说吧，我们或许在想同一件事。
103020204,姬子,你还记得列车收到的「邀请函」吗？
103020205,瓦尔特,「诚邀*家族的贵客*莅临匹诺康尼，与其他来宾一道，参加盛大的欢宴。」——正是因为这份邀请，我们才会出现在这里。
103020206,姬子,记得不错——但这邀请函还有下文。
103020207,姬子,「…将梦中的不可能之事尽收眼底，寻得匹诺康尼之父『钟表匠』的遗产，而后解答：生命因何而沉睡。」
103020208,瓦尔特,我不记得邀请函中有这么一段…你是说，其中还有密文？
103020209,姬子,这就是耐人寻味的地方。家族送来的「邀请函」是一只八音盒，转动发条便会伴着谐乐发出声音。
103020210,姬子,可送抵我们手中的这只却有些奇怪…它播放的乐音背景中掺杂了一些不和谐音。
103020211,姬子,我转录下这些杂音，它们与列车跃迁时的引力波频率完全吻合，而以列车引擎的空间曲率为密钥——我得到了上面这段话。
103020212,瓦尔特,…是无名客常用的求救手段。
103020213,姬子,还不能下定论，也可能是假面愚者搞的鬼。只看手法，「谜语人」或异问魔也做得到。
103020214,瓦尔特,什么时候发现的？
103020215,姬子,在你们处理罗浮星核的时候，我第一时间告诉了帕姆。
103020216,瓦尔特,难怪你刚才要求出面，那位公司使节也说出了「钟表匠」这个名字。恐怕他收到的邀请函中也有类似的密文——并且同样被破译了。
103020217,瓦尔特,…还有件令我在意的事。当说到邀请函时，那位家族话事人是这么回应的：「作为匹诺康尼的实际管理人，家族理应为各位排忧解难」。
103020218,瓦尔特,现在听来，这话多少有些言外之意。而他身边的知更鸟小姐…我虽不懂歌唱，但也能听出她声音中的古怪——即将登台献唱的歌者，嗓音怎会透出一丝古怪？
103020219,姬子,你怀疑家族并非邀请函的发出者，并且——对我们有所隐瞒？
103020220,瓦尔特,不无可能。家族向其他派系发出邀约，本就是件不同寻常的事。你的发现也印证了或许有第三者参与其中…我收回前言，这场「盛会」不简单哪。
103020221,瓦尔特,为什么不告诉孩子们？
103020222,姬子,如果这只是匹诺康尼或家族的内部事务，我们不应随意插手。
103020223,瓦尔特,但你也说了，这事或许与「开拓」有关。
103020224,姬子,我是这么说了，所以……
103020225,姬子,…所以在出发前，我就告诉小三月和丹恒啦。
103020226,瓦尔特,原来只有我被蒙在鼓里啊。
103020227,,我也是刚刚才知道邀请函的事…
103020228,三月七,因为你一路上都睡得死死的，没机会和你说嘛。
103020229,,看来必须要参与了。
103020230,,有本银河球棒侠在，都不成问题！
103020231,瓦尔特,匹诺康尼形势复杂，还是谨慎点为好。
103020232,姬子,邀请函究竟是哪一方势力寄出的，将一众派系召集至匹诺康尼的目的是什么，家族又为何知情不言…此行疑点众多，在查清更多事实前，不可贸然出手。
103020233,姬子,眼下就先专注于列车长的请求，一边收集情报，一边享受「美好的假期」吧——匹诺康尼毕竟是闻名宇宙的度假胜地，很多人可能一辈子都来不了哦。
103020251,砂金,真巧啊，咱们又见面了。
103020252,,这是我的房间，你怎么在这？
103020253,,这是你的房间…？
103020254,,又见面了，朋友！
103020255,砂金,没错，朋友！
103020256,砂金,别紧张，我就是过来沾沾喜气。它现在是你的房间了，但半个系统时前——还是我的。
103020257,砂金,幸运的楼号，幸运的楼层，幸运的房间号，我费了好大工夫才订到这么个宝地…送给你了，要好好珍惜啊，朋友。
103020258,,这房间是你让给我的？
103020259,砂金,不然呢，还能是家族白给的？
103020260,,入住是你安排的？
103020261,砂金,不不，我只是把自己的房间让给了你。
103020262,,不管有什么理由，出去。
103020263,砂金,哎，这话我就不爱听了……
103020264,砂金,这匹诺康尼可是货真价实的梦想之地，全银河有多少人愿意花上半辈子时间，就为拿到一张白日梦酒店的入场券？
103020265,砂金,好好想想，能入住这里的都是些什么人物。要不是我出谋划策，家族哪敢得罪那些名流大咖，来给你这位「不速之客」开后门？
103020266,砂金,所以坐下来聊聊吧——于情于理，我都有这个资格，不是么？
103020267,,你想聊什么？
103020268,砂金,聪明人就是爽快。
103020269,,你应该找姬子，或瓦尔特。
103020270,砂金,错了，我要找的人就是你。
103020271,砂金,简单来说，朋友，我需要你的帮助。你或许还不知道，匹诺康尼远没有它看上去那么简单，家族的眼线遍布这里，我不想明说，你明白的。
103020272,砂金,我的目的很简单，帮公司拿回一些本属于它的东西。如果你愿意帮我，事成之后，你会得到丰厚的回报，还有「存护」的庇护。
103020273,砂金,毕竟你和其他人不同。你很特别，特别到足以掀翻整张牌桌。那股*力量*，你不想使用它吗？或者…你不想摆脱它吗？你不想靠它名扬宇宙吗？
103020274,砂金,那众人恐惧却渴望的力量，就在你双手一握中……
103020275,砂金,…「星核」{M#先生}{F#小姐}，我说对了吗？
103020276,,你是怎么知道的？
103020277,砂金,我现在知道了。
103020278,,我听不懂你在说什么。
103020279,砂金,演技不错，我喜欢。
103020280,,我警告你，离开这里。
103020281,砂金,「警告」！哈哈哈，你太幽默了。
103020282,砂金,你不用现在答复我，思考也需要时间。等时机成熟，我自然会来找你。
103020283,砂金,当然，你也可以和同伴商量，甚至反过来利用我，我很欢迎——因为这也是在向我展示你们的价值。
103020284,砂金,我从不做赔本买卖的，希望各位「朋友」…别让我失望。
103020285,,我会考虑的。
103020286,砂金,嗯，很好。
103020287,,我不能自作主张。
103020288,砂金,我说了，不用急着答复，因为无论如何…结果都不会变。
103020289,,你真的该走了。
103020290,砂金,我说了，不用急着答复，因为无论如何…结果都不会变。
103020291,砂金,哦对了，临走前，咱们再玩个游戏吧。很简单，猜猜筹码在我哪只手里——就当是认识一下，好让你更了解我这人的性格，和做事方式……
103020292,,叮——一枚筹码被抛向空中，又眨眼间消失不见，取而代之的是两只紧握的手，横在你的面前。
103020293,砂金,左还是右？准备好——我要揭晓答案了。
103020294,砂金,…哦，好像还没问你选哪边呢。但没关系，因为——
103020301,砂金,怎么了，拉帝奥？别愁眉苦脸的了…嘿，我才注意到，你那英俊的石膏头呢？
103020302,真理医生,你迟到了，整整4分<unbreak>16</unbreak>秒。你最好是用这段时间解开了阿基维利陨落之谜——如果没有，那我会忠告你别去找无名客的麻烦。
103020303,砂金,找麻烦？连你也这么觉得？就没人相信我真的只是想和他们交朋友？
103020304,真理医生,聒噪的家伙可交不到朋友。一个小知识：阿蒂尼孔雀是宇宙中叫声数一数二难听的鸟类，而你这身行头正像一只花枝招展的孔雀……
103020305,真理医生,…看来这只孔雀的羽毛还被人拔光了——行李被家族没收了？
103020306,砂金,嗯，都被那穿灰西装的给扣了，所有的礼金，还有存放「基石」的匣子…嗯？你往哪走呢？
103020307,真理医生,打道回府，告诉公司有个蠢货把一切都搞砸了。
103020308,砂金,几块石头罢了，这么悲观干嘛？没了又怎样？
103020309,真理医生,没了那块「砂金石」，你就只是个被公司判了死刑的茨冈尼亚奴隶——还是说，你脖子上那行「商品编码」也是琥珀王的恩赐？
103020310,砂金,…哦，可以啊，幽默！看来我们这位博学的朋友是好好备过课了。
103020311,真理医生,这是我的工作，不然一个赌徒要怎么替公司收复{RUBY_B#边陲监狱}匹诺康尼{RUBY_E#}？
103020312,砂金,放心吧，教授，我有的是办法。家族害怕公司搞事，所以才处处针锋相对…搞不好，匹诺康尼从始至终就是「同谐」的阴谋。
103020313,砂金,要我说，那封邀请函就是个自导自演的幌子，或许是他们想在谐乐大典上做点什么出格的事……
103020314,砂金,…又或者邀请者另有其人，但他们默许了，想将计就计再布个更大的。无所谓，家族也好，「钟表匠的遗产」也罢，能为我所用就行。
103020315,真理医生,说重点。办法是什么？
103020316,砂金,现在没必要讲那么清楚——还不是亮出底牌的时候。
103020317,真理医生,该死的赌徒，合作的前提是互相信任——茨冈尼亚人的学前教育里不包含这个吗？
103020318,砂金,那你信任我吗？
103020319,真理医生,这取决于你的态度。
103020320,砂金,所以你也不信任我，这不就行了？还有，我没读过书，我父母也确实没教过这个——很遗憾，他们还没来得及教就走了。
103020321,真理医生,…我无意冒犯。
103020322,砂金,别在意。但他们教过我「朋友就是埃维金人的武器」——在「同谐」虎视眈眈的情况下，咱们的「朋友」确实越多越好。
103020323,砂金,我想想啊，流光忆庭和星穹列车已经接触过了，泯灭帮…多半没戏，纯美骑士团还不知道是否会赴约，至于「酒馆」的家伙们……
103020324,砂金,…说到这个，刚才遇见个女人，说是巡海游侠。我总觉得哪里不对劲，你去帮我探探她的底细……
103020325,砂金,…人呢？
103020326,砂金,…不至于这么讨厌我吧？唉，看来还是得靠自己了。
103020351,米沙,欢迎光临白日梦酒店——愿您有一段难忘的度假体验！如有搬运行李到客房的需求，随时可以找我。
103020352,,听说这座酒店非同一般。
103020353,米沙,是的！白日梦酒店不仅为大家提供客房，还连接着匹诺康尼的现实与梦境。来自银河各地的客人在这里沉入梦境，开启美梦之旅。
103020354,,梦不是虚假的吗？
103020355,米沙,好深奥的问题！也许不是所有的梦都是虚假的…至少匹诺康尼的梦不是。应该这样说，它…是另一种现实。
103020356,,做梦不会很累吗？
103020357,米沙,酒店的「入梦池」会提供舒适的梦境体验，您不用担心！
103020358,,在这里工作的体验怎么样？
103020359,米沙,啊…您是在问我吗？嗯…还不错，这里人来人往，能听见许多客人讲起他们的冒险见闻。
103020360,,原来如此，我知道了。
103020361,米沙,等入梦后，您就能体会到我说的了，匹诺康尼一定不会让您失望！
103020362,,所以匹诺康尼究竟是…
103020363,米沙,嗯！现实中的匹诺康尼就是这座酒店。而梦中的匹诺康尼…是奇迹诞生的地方，奢华的享乐之地，盛大的筵席永不落幕！
103020364,米沙,唔，很难用词语形容它的美妙。总之，您一定会为之惊叹的！
103020365,,听说家族举办了一场盛会。
103020366,米沙,您的消息真灵通！那是家族提供的一个机会，也是盛会之星的传统。
103020367,米沙,大家齐聚一堂，享受着欢乐，追逐着机遇，孤注一掷赌上自己的一切，最后将梦想化作现实！
103020368,,没什么想问的了。
103020369,米沙,祝您在匹诺康尼度过一个愉快的假期！
103020401,艾丽,不好意思，可系统里确实没有您说的这个名字……
103020402,姬子,但星穹列车收到的信息里，写明了已为我们预订了房间，麻烦您再检查一遍吧。
